Date,Channel,Spend,Impressions,Clicks,Conversions,Revenue
2025-09-02,paid search,718.99,35839,1085,46,3690.17
2025-05-26,Email,86.97,77259,3553,205,11725.32
2025-07-01,SEO,186.73,201357,3764,126,9588.06
2025-06-20,Email,91.51,83783,4278,254,15645.51
2024-09-18,PAID SOCIAL,2342.16,270918,3549,79,5656.01
2024-10-12,Paid Search,463.86,19281,640,29,2033.86
2025-02-14,Email,93.61,74457,3050,171,11161.69
2024-08-14,Paid Search,710.92,33038,1032,50,3628.2
2025-09-28,Paid Search,498.31,24886,948,47,3808.06
2024-03-26,Email,79.5,69453,3233,223,13788.35
2025-04-03,Paid Search,765.86,37513,1272,55,4163.52
2025-06-17,Paid Search,761.7,34999,1232,62,4408.97
2025-07-30,Paid Search,646.17,31981,1030,47,3298.04
2025-10-10,SEO,194.8,226640,4518,119,8690.27
2024-09-13,email,91.69,79741,3096,184,10113.16
2024-01-25,SEO,166.91,169971,3482,91,6197.78
2024-09-06,SEO,211.08,253601,5234,139,9211.84
2025-07-12,SEO,161.23,184683,3668,101,7165.21
2025-08-20,Email,112.08,102054,5122,331,19771.9
2025-05-25,Email,69.04,62088,2413,136,8300.25
2024-08-22,Paid Search,638.77,26807,955,38,2639.77
2024-06-26,Paid Social,1789.44,223504,2709,71,4838.17
2024-10-18,Paid Social,2441.08,303709,3775,82,5805.19
2024-02-26,Paid Search,669.55,27950,861,35,2780.65
2024-08-27,Email,85.77,70860,3295,207,13056.08
2025-03-05,Paid Social,2855.35,356401,4464,95,6468.88
2025-10-17,Email,113.95,96553,4848,342,22708.69
2025-01-02,Paid Social,2423.73,299408,3831,109,7732.2
2024-01-25,Email,98.6,78838,3589,234,13801.21
2024-05-04,Paid Social,982.47,105595,1201,37,2279.32
2024-07-31,Paid Social,1910.13,223163,2619,76,4834.26
2025-10-26,Paid Search,606.94,28874,907,40,3195.55
2025-07-26,Paid Search,510.91,22674,736,29,2188.74
2025-10-01,Email,106.96,81481,3913,279,16928.56
2024-05-16,Email,91.64,71217,3464,230,13172.76
2025-07-21,Email,109.86,98833,5004,352,22807.42
2025-02-17,Paid Social,3132.32,346248,4641,89,6169.09
2025-09-13,Email,69.02,55530,2661,184,11360.43
2025-10-06,SEO,232.86,264639,4744,136,10304.27
2024-09-06,Email,99.58,89118,3992,220,13689.66
2025-02-17,SEO,219.15,232451,4959,137,9773.43
2024-02-11,seo,124.12,136525,3098,109,7405.28
2024-08-15,Paid Search,726.02,33189,1064,52,4068.19
2024-02-21,Paid Social,1251.9,154513,1790,43,3150.42
2024-04-15,Email,91.83,83250,3330,237,14091.5
2025-10-11,Paid Search,634.31,28084,1082,43,3100.95
2024-04-16,SEO,179.37,210235,4067,137,10251.8
2025-03-22,SEO,148.13,152139,3519,111,7208.62
2024-04-18,SEO,199.44,243409,5291,177,11803.36
2025-09-01,seo,183.49,185708,3792,105,6979.53
2024-10-12,SEO,164.82,193159,4477,154,11814.53
2024-12-10,SEO,177.83,208227,4699,141,9904.24
2024-09-02,Email,105.67,96001,4789,325,20188.44
2025-07-05,Email,71.75,54544,2402,158,9881.47
2024-11-24,Email,64.03,51387,2098,152,9801.79
2024-02-13,Paid Search,703.5,34398,1289,59,4121.65
2024-12-16,Email,84.41,73457,2996,214,12884.76
2024-05-09,Paid_Social,1507.87,163800,1906,45,2923.4
2024-12-05,seo,207.92,209694,4731,143,9722.54
2024-03-03,Email,61.09,52491,2688,172,10483.11
2025-08-05,Email,109.25,98172,4619,333,20953.45
2024-04-02,SEO,203.49,220323,4741,145,10101.79
2025-04-05,EMAIL,83.33,64087,2698,176,9740.89
2024-11-16,Email,79.03,60402,2687,169,10882.98
2024-03-20,Paid Social,1371.04,168535,2319,59,3683.75
2024-06-21,Email,,68392,3464,242,15012.95
2025-02-27,SEO,183.37,192886,4089,128,9787.51
2025-09-04,SEO,226.8,260465,6154,194,12779.86
2024-11-05,SEO,202.02,224194,4359,152,10485.09
2025-07-29,SEO,214.64,247674,4809,130,9453.5
2024-08-05,Email,83.86,68391,3154,180,10902.71
2025-04-10,Paid Search,822.74,38317,1291,54,4206.45
2024-07-30,Email,88.08,68919,3316,201,12295.64
2024-12-11,SEO,216.67,264599,5794,185,12382.75
2025-10-14,SEO,185.83,220965,4024,138,8856.42
2025-08-08,Paid Social,3327.53,409000,4607,95,6524.78
2024-03-18,Email,87.35,79234,3991,222,13285.27
2024-05-23,Paid Social,1679.0,192937,2183,58,3944.55
2025-09-07,Paid Search,560.24,24313,951,37,2953.75
2025-07-16,Paid_Search,772.52,35706,1130,44,3425.52
2024-01-30,PAID SOCIAL,910.83,105590,1207,35,2144.77
2025-05-04,Paid Social,2425.65,278992,3582,81,5030.07
2024-02-07,PAID SOCIAL,915.86,107906,1479,39,2855.81
2024-10-15,SEO,208.5,251687,5225,151,9902.79
2024-12-30,Paid Social,2665.22,340055,4152,116,8006.38
2024-12-13,Paid Search,762.64,37073,1146,53,4308.48
2025-09-01,Paid Search,796.92,35790,1369,59,4046.28
2024-03-28,Paid Search,755.49,31791,1151,56,4037.3
2025-10-28,SEO,195.73,238108,5305,142,9334.79
2024-01-10,SEO,168.05,196692,4035,115,7432.36
2025-07-15,Paid Search,748.9,32821,1255,62,4278.04
2024-08-29,Paid Search,583.72,25520,883,44,3535.73
2024-05-22,Paid Search,705.81,34012,1192,48,3321.06
2025-09-16,Email,110.6,90241,4037,271,16767.68
2024-07-31,Email,91.5,70428,3590,240,14416.48
2024-07-28,Paid Search,459.58,19637,714,35,2535.97
2024-11-30,Paid Social,1770.44,203851,2544,74,5007.78
2024-02-29,Paid Social,1080.54,133788,1776,54,3614.72
2024-03-17,SEO,144.21,161557,3668,122,8462.44
2024-04-30,Email,88.95,80191,3979,245,16222.28
2025-07-28,Paid Search,826.97,38336,1466,62,4164.28
2024-11-15,SEO,218.39,226212,4404,133,8578.33
2024-01-22,Paid Search,651.6,28225,897,45,3575.07
2025-05-13,Email,97.96,89239,3975,282,17066.91
2025-01-03,Paid_Search,601.28,25608,796,34,2598.51
2025-04-10,Paid_Social,3297.5,405085,4768,89,5636.08
2025-03-20,Paid Social,2622.93,282518,3567,93,6939.66
2024-01-19,Paid Social,894.55,101836,1196,35,2502.91
2025-06-12,Paid Social,3663.81,458365,5452,112,7379.0
2024-06-20,Email,86.14,74881,3692,267,17848.6
2024-09-25,Paid Search,686.95,31970,990,44,3289.63
2025-05-19,Paid Social,3463.14,397277,4769,98,7048.72
2024-01-05,Paid Social,897.83,102723,1148,31,2077.26
2025-09-19,Paid Social,3792.38,467533,5742,105,7441.77
2024-11-11,Paid Search,633.6,30265,1109,47,3421.46
2024-06-11,SEO,190.82,228229,4780,166,12305.08
2025-01-20,Email,99.78,79978,3155,174,11553.83
2024-08-07,Paid Social,1992.27,242572,3203,82,5365.06
2025-08-20,Paid Search,725.96,31232,963,49,3725.48
2025-10-13,Paid Search,793.29,38658,1240,62,4157.91
2024-01-29,PAID SEARCH,736.86,31526,1097,43,3371.44
2025-06-24,Email,106.83,82279,3887,244,14301.69
2025-01-10,SEO,227.82,254310,5887,174,12371.28
2024-10-10,Paid_Search,658.81,27824,944,44,3042.34
2025-07-31,Paid Social,3817.77,436975,5443,107,6690.2
2024-07-09,email,94.41,74858,2900,192,10610.48
2024-03-30,paid search,460.87,20626,672,29,2314.07
2024-06-19,Paid Search,761.75,33489,1261,50,3455.4
2024-04-03,Email,85.38,75165,3031,171,10040.45
2025-01-20,Paid Search,673.31,28225,921,36,2606.81
2024-10-28,SEO,188.01,193267,3664,106,6991.74
2025-09-04,Email,115.78,90212,4447,259,16774.91
2025-08-29,Email,111.6,96049,4938,294,16212.53
2025-06-06,SEO,193.83,214563,4372,133,10039.43
2024-09-18,Email,104.67,88677,3679,206,13141.48
2024-04-27,Paid Search,499.5,21116,738,29,2285.02
2024-05-05,Email,67.55,51047,2489,174,11564.32
2025-09-09,Email,,67727,3344,228,13119.56
2024-01-30,Email,103.76,93831,4706,294,18641.96
2025-08-14,SEO,232.36,235235,5047,162,12265.43
2025-05-04,Paid Search,590.96,28049,981,38,2682.96
2024-01-06,Paid Search,493.83,23223,813,34,2612.12
2025-05-01,Paid Search,755.02,35273,1052,51,3856.88
2024-11-13,Email,94.5,73717,3350,215,13171.7
2024-12-15,Paid Social,1957.28,232102,2592,82,5635.64
2024-02-27,Email,95.79,84467,3867,229,12697.21
2025-05-08,EMAIL,85.21,70287,2932,217,12720.97
2024-06-26,SEO,178.29,190302,4581,135,9170.07
2024-06-27,Paid Social,1794.15,208875,2787,84,5708.44
2025-04-19,Paid_Search,620.82,27199,1008,45,3148.34
2025-01-01,Email,96.21,87775,3832,216,13368.87
2024-11-17,SEO,141.78,172941,3747,119,7792.74
2025-10-03,Paid Social,4229.36,456619,4841,83,5793.79
2025-03-17,Paid Social,2913.69,357729,4734,125,8949.96
2025-05-03,Paid Social,2666.86,305290,3179,79,5175.09
2024-07-30,Paid Search,587.31,27387,1006,44,3188.94
2025-04-13,Paid Search,459.18,20045,698,28,1974.12
2025-03-14,Paid Social,3153.56,400109,5065,103,6428.43
2025-10-02,SEO,222.72,231299,5050,149,10733.54
2025-03-31,Email,88.33,77977,3906,243,14681.21
2025-05-25,paid search,551.53,25851,1039,43,3058.73
2024-10-03,Paid Social,2472.59,264310,3544,82,5503.39
2024-05-25,Email,65.49,59395,2386,173,11112.49
2024-05-25,Paid Social,1076.01,133728,1789,43,2693.06
2025-05-19,seo,205.35,212266,4542,125,9168.59
2025-03-30,Paid Social,1907.11,216359,2211,59,3954.88
2025-02-07,Paid Search,758.65,36066,1349,69,5572.93
2025-02-06,Email,100.27,86215,4143,238,13860.56
2025-02-26,SEO,191.66,199892,4050,134,9812.52
2024-06-05,SEO,193.49,221590,5077,143,9967.17
2025-08-04,Paid Social,3339.52,378249,4633,107,6939.4
2024-09-26,SEO,204.14,228162,4904,165,10875.57
2024-12-13,Email,99.25,75322,3155,200,12060.44
2025-07-31,Paid Search,837.38,39103,1197,60,4657.78
2024-05-19,Paid Search,485.04,20673,727,30,2251.78
2024-09-25,Email,81.3,74249,3149,222,13743.85
2025-03-15,Paid Social,1883.29,220567,2353,75,4680.44
2025-06-03,SEO,219.4,225352,4476,152,11435.62
2025-06-07,Email,67.31,55118,2156,130,7237.81
2025-05-28,Paid Social,3607.84,416751,4729,102,6585.77
2024-08-06,Paid Social,1861.36,197501,2525,65,4572.75
2024-05-17,Paid Social,1319.19,144396,1580,47,2887.15
2024-12-12,Email,90.75,73485,3367,237,13110.79
2024-03-29,Paid Search,690.02,32918,1095,44,3185.35
2025-10-12,Email,81.5,64802,3311,220,13796.24
2024-08-24,Paid Search,523.58,24963,967,39,3153.63
2024-09-18,Paid Search,652.88,32466,1010,38,2621.58
2024-06-23,Paid Search,447.57,20809,767,37,2739.94
2024-12-17,SEO,174.38,182297,3463,116,8753.64
2025-10-15,Email,107.49,96665,4313,241,15095.16
2024-07-15,Paid Search,662.55,31768,1226,59,4151.25
2024-02-03,Email,71.46,54236,2713,193,10832.47
2024-08-15,Paid Social,2230.59,244344,3193,91,6217.65
2024-03-25,Email,100.99,81622,3904,282,17092.05
2025-05-14,Email,101.52,92644,4702,351,22662.04
2025-06-06,Email,114.31,88590,4067,231,14976.83
2024-04-28,Email,75.08,64275,3084,198,11549.82
2025-06-04,Paid Social,3364.99,401347,5376,116,7825.27
2024-05-11,Paid Social,1188.34,134388,1730,50,3249.39
2025-01-29,Paid Search,779.81,32034,1107,46,3256.13
2024-10-10,Paid Social,2038.56,233386,3206,79,5467.56
2025-03-24,Paid Social,3139.95,401583,4790,93,6485.9
2024-10-21,SEO,175.16,178165,4065,109,7649.67
2024-01-02,SEO,158.82,187680,4403,126,9377.5
2025-05-12,PAID SEARCH,752.11,36909,1234,57,3994.16
2024-04-18,Email,87.15,77076,3941,270,17267.95
2025-04-07,SEO,206.76,249741,5064,142,10186.99
2024-11-11,SEO,212.93,220823,5225,167,12788.54
2024-06-13,Email,97.03,81420,3691,227,13019.76
2025-10-11,Paid Social,2707.11,320400,3468,88,6297.55
2024-08-12,Paid Search,713.6,33288,1204,61,4676.63
2024-01-13,Paid Social,664.61,81348,1053,28,1751.42
2024-05-26,Email,68.3,55666,2640,190,11732.78
2024-09-23,Paid Search,631.09,26006,852,33,2429.4
2025-07-25,Paid Search,654.56,32101,1037,51,3437.03
2024-12-10,PAID SEARCH,727.37,30230,1052,48,3707.44
2024-06-13,SEO,208.86,210063,4615,152,11536.62
2024-08-11,SEO,155.99,181105,4254,151,10872.11
2025-01-10,Paid Social,2901.54,371266,4139,84,6024.08
2024-07-10,Paid Search,680.95,31676,1099,50,3570.14
2024-06-12,Paid Search,704.88,30274,945,45,3662.25
2024-09-08,Email,80.43,73290,2886,202,12918.84
2025-05-14,SEO,207.64,245351,5087,178,13010.64
2024-11-29,SEO,217.78,240077,5156,144,9837.14
2024-07-04,Paid Search,601.69,25603,918,40,2958.18
2024-06-15,SEO,160.05,161145,3405,108,8155.62
2025-09-18,Email,103.18,86747,3620,240,13202.66
2024-03-20,SEO,170.59,190917,3726,103,7212.42
2025-06-26,Paid Search,707.54,34976,1330,67,4466.31
2024-01-13,Paid Search,463.48,22652,862,44,3309.73
2025-08-08,SEO,194.71,200485,4629,141,10366.43
2024-01-18,Paid Social,847.47,101253,1159,35,2569.69
2025-06-17,Paid Social,2863.09,320200,3928,105,6606.0
2024-12-16,SEO,202.46,232535,4490,119,7624.26
2024-11-03,Paid Social,1994.19,257766,2791,77,5388.28
2025-06-26,SEO,195.51,201660,4179,148,10146.64
2024-05-06,SEO,201.71,231776,4863,152,10065.97
2024-11-12,Paid Search,728.65,33250,1069,42,3115.12
2024-03-19,Paid Search,658.55,32760,1178,54,3906.86
2024-09-12,SEO,181.86,208305,4692,131,9346.55
2024-10-17,Paid Search,778.99,35054,1331,68,5097.23
2025-10-21,Email,102.1,82619,3517,203,12053.07
2025-10-17,Paid Social,4280.07,488045,5737,108,6875.93
2024-03-16,SEO,150.78,173689,3377,120,8775.03
2024-12-24,SEO,220.91,257121,5760,159,10895.81
2024-09-27,Email,100.02,85218,3582,233,13053.19
2025-03-06,Email,92.4,83451,3439,214,13946.8
2024-06-25,Paid_Search,603.98,25969,912,40,2828.96
2025-02-20,Email,105.56,92338,4305,304,16689.79
2024-10-22,Paid Search,637.89,26612,922,36,2793.04
2024-08-13,Email,97.43,80687,4004,229,15340.4
2024-10-24,Paid Social,2102.21,267931,3512,90,5915.32
2024-11-01,SEO,221.48,244989,5787,180,12734.34
2024-02-19,Paid Social,1188.53,139798,1664,52,3234.93
2024-02-19,Email,101.95,78882,3189,207,12074.23
2024-12-12,Paid Search,715.27,31962,1084,45,3020.15
2024-01-27,Paid_Social,662.5,77618,1030,32,2047.84
2024-11-23,SEO,130.69,141658,2552,75,4761.13
2024-07-09,SEO,217.77,250939,5695,177,13068.38
2024-09-14,SEO,155.25,156692,3189,90,6226.15
2024-03-11,Email,103.56,86331,3861,222,13474.61
2025-03-31,Paid Search,663.74,31535,1193,59,4592.71
2024-04-02,Paid Social,1377.04,173436,1987,52,3661.63
2025-06-21,Paid Search,478.83,20458,668,27,1949.74
2024-01-15,SEO,192.58,194834,4666,165,11858.2
2025-04-06,Paid Search,486.44,23772,858,34,2481.21
2025-05-26,SEO,219.87,254537,5702,200,13674.9
2025-04-15,Email,101.65,91254,4617,336,22018.41
2024-06-15,Email,69.91,56304,2720,177,9783.39
2024-05-10,Email,94.89,81680,3899,246,14794.77
2025-09-25,Paid Search,747.91,34226,1184,46,3665.39
2025-09-19,Paid Search,795.35,33429,1311,61,4291.35
2024-07-01,Paid Social,1874.99,224499,2633,68,4377.11
2024-10-11,Email,108.66,94567,4162,250,16581.67
2025-09-24,Email,118.03,95610,4498,287,17442.89
2025-04-28,Paid Social,2888.07,356850,4603,103,7642.25
2024-02-08,Paid Social,1164.28,127687,1739,50,3702.91
2024-04-06,Paid_Search,432.83,19616,590,22,1755.15
2024-02-06,Email,88.96,67521,3187,224,12515.77
2024-07-03,Email,97.04,86375,4181,257,16134.09
2024-12-05,Paid Social,2569.74,312208,3511,84,5439.73
2024-12-25,Paid Social,2256.08,283576,3242,90,6041.76
2024-09-29,SEO,146.54,161900,3232,107,7881.89
2025-08-31,Email,85.75,67406,2914,186,11391.41
2024-08-31,Email,60.52,53315,2317,132,7811.65
2025-05-30,Paid Social,2815.03,324034,3593,76,5513.82
2024-02-05,Email,79.82,70239,3423,225,13450.4
2025-06-08,Paid Search,515.76,25208,793,33,2277.56
2024-01-03,SEO,155.01,179555,3431,100,7043.15
2024-11-08,Email,107.17,91644,4289,273,15562.3
2024-12-03,email,94.94,86882,4037,296,19762.38
2025-01-05,SEO,130.65,154359,3000,79,6082.15
2025-03-25,Paid Social,3220.37,352903,4346,106,7398.08
2024-11-08,SEO,178.11,207616,4493,153,10979.07
2025-05-08,Paid Search,753.56,32764,1009,46,3296.98
2024-11-27,Paid Search,631.94,28423,1004,48,3802.33
